"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_new_prop_positive","tests_residents_new_prop_positive","tests_lst_new_prop_positive","tests_tracing_new_prop_positive","tests_diagnostic_new_prop_positive","tests_airport_new_prop_positive","tests_lst_residents_new_prop_positive","tests_tracing_residents_new_prop_positive","tests_diagnostic_residents_new_prop_positive","tests_airport_residents_new_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","vaccination_doses_received","vaccination_doses_received_new","vaccination_doses_administered","vaccination_doses_administered_new","vaccination_persons","vaccination_persons_new","vaccination_persons_residents","vaccination_persons_residents_new","state","flags"
2020-03-15,2020-03-16T09:00:00.000+01:00,,81,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,9,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-16,2020-03-17T09:00:00.000+01:00,,140,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-17,2020-03-18T09:00:00.000+01:00,,203,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-18,2020-03-19T09:00:00.000+01:00,,335,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,14,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,"local",""
2020-03-19,2020-03-20T14:00:00.000+01:00,,484,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09933,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,19,5,16,6,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-20,2020-03-21T16:00:00.000+01:00,,670,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,29,10,26,10,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-21,2020-03-22T17:00:00.000+01:00,,798,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,93,64,88,62,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-22,2020-03-23T19:00:00.000+01:00,,875,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-23,2020-03-24T19:00:00.000+01:00,,1099,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14933,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-24,2020-03-25T16:00:00.000+01:00,,1333,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,143,,122,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-25,2020-03-26T17:45:00.000+01:00,,1453,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-26,2020-03-27T16:30:00.000+01:00,,1605,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,13738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,,,,,,,,,80.0,,53.0,,148,,123,,25,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,40,,,,,,,,,,,,"local",""
2020-03-27,2020-03-28T17:30:00.000+01:00,,1831,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-28,2020-03-29T17:30:00.000+02:00,,1950,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-29,2020-03-30T15:00:00.000+02:00,,1988,38,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,16199,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12338,,,,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,202,,171,,31,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,80,,,,,,,,,,,,"local",""
2020-03-30,2020-03-31T17:45:00.000+02:00,,2178,190,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,17511,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14482,,,,,,,,,,,,,,,,,,,,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-31,2020-04-01T17:45:00.000+02:00,,2319,141,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,18690,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11959,,,,,,,,,,,,,,,,,,,,,,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-04-01,2020-04-02T17:45:00.000+02:00,,2487,168,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,20092,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11983,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-04-02,2020-04-03T17:30:00.000+02:00,,2612,125,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,21463,1371,17925,,3538,,,,,,,,,,,,,,,,,,,,,,,,,,0.835158,0.164842,,,,,,,,,,,0.09117,,,,,,,,,,,,17925,,3538,,0.835158,0.164842,,,,,31,1,1,,,,,,,,,86.0,,,232,,199,,33,,,,,,,,,,,,,,,,10,,0,,10,,,,,,174,,,,,,,,500,,,,,,,,,,,,"local","3"
2020-04-03,2020-04-04T18:00:00.000+02:00,,2729,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,22793,1330,18966,1041,3827,289,,,,,,,,,,,,,,,,,,,,,,,,,0.832098,0.167902,,,,,,,,,,,0.08797,0.08646,,,,,,,,,,,18966,1041,3827,289,0.832098,0.167902,,,,,31,0,1,0,,,,,,,,86.0,,,230,-2,195,-4,35,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,190,16,,,,,,,,,,,,,,,,,,,"local","3,4"
2020-04-04,2020-04-05T17:30:00.000+02:00,,2804,75,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,23687,894,19689,723,3998,171,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.168785,,,,,,,,,,,0.08389,0.08299,,,,,,,,,,,19689,723,3998,171,0.831215,0.168785,,,,,36,5,1,0,,,,,,,,86.0,,,233,3,200,5,33,-2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,241,51,,,,,,,,,,,,,,,,,,,"local","3,4"
2020-04-05,2020-04-06T17:30:00.000+02:00,,2843,39,2384,33,459,6,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,24291,604,20112,423,4179,181,,,,,,,,,,,,,,,,,,,,,,,,,0.827961,0.172039,,,,,,,,,,,0.06457,0.07801,,,,,,,,,,,20112,423,4179,181,0.827961,0.172039,,,,,41,5,1,0,,,,,,,,86.0,,,223,-10,191,-9,32,-1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,253,12,,,,,,,,,,,,,,,,,,,"local","3,4"
2020-04-06,2020-04-07T17:30:00.000+02:00,,2970,127,2478,94,492,33,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,25702,1411,21209,1097,4493,314,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,0.09001,0.08569,,,,,,,,,,,21209,1097,4493,314,0.825189,0.174811,,,,,44,3,1,0,,,,,,,,86.0,,,231,8,196,5,35,3,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,310,57,,,,,,,,,,,,,,,,,,,"local","3,4"
