"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_new_prop_positive","tests_residents_new_prop_positive","tests_lst_new_prop_positive","tests_tracing_new_prop_positive","tests_diagnostic_new_prop_positive","tests_airport_new_prop_positive","tests_lst_residents_new_prop_positive","tests_tracing_residents_new_prop_positive","tests_diagnostic_residents_new_prop_positive","tests_airport_residents_new_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","vaccination_doses_received","vaccination_doses_received_new","vaccination_doses_administered","vaccination_doses_administered_new","vaccination_dose_1_administered","vaccination_dose_1_administered_new","vaccination_dose_2_administered","vaccination_dose_2_administered_new","vaccination_persons_complete","vaccination_persons_complete_new","flags"
2020-03-06,2020-04-23T17:30:00.000+02:00,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,8,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2020-03-07,2020-04-23T17:30:00.000+02:00,,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,6,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2020-03-08,2020-04-23T17:30:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2020-03-09,2020-04-24T17:15:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,""
2020-03-10,2020-04-24T17:15:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,""
2020-03-11,2020-04-24T17:15:00.000+02:00,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,140,50,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,""
2020-03-12,2020-04-24T17:15:00.000+02:00,,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,334,194,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,,,0,0,,,,,,,,,,,,,""
2020-03-13,2020-04-24T17:15:00.000+02:00,,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,194,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,24,,,0,0,,,,,,,,,,,,,""
2020-03-14,2020-04-24T17:15:00.000+02:00,,63,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,103,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,21,,,0,0,,,,,,,,,,,,,""
2020-03-15,2020-04-24T17:15:00.000+02:00,,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,24,,,,,,,,,,,1,0,,,,,,,,,,,,,9,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,,,0,0,,,,,,,,,,,,,""
2020-03-16,2020-04-27T17:15:00.000+02:00,,97,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,410,,,,,,,,,,,0,-1,,,,,,,,,,,,,,,0,-8,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,0,4,97,34,,,0,0,,,,,,,,,,,,,""
2020-03-17,2020-04-27T17:15:00.000+02:00,,221,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667,602,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,4,,,0,2,221,124,,,0,0,,,,,,,,,,,,,""
2020-03-18,2020-04-27T17:15:00.000+02:00,,379,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17497,,,,,,,,,,2569,902,,,,,,,,,,,0,0,,,,,,,,,,,,,4,,0,0,4,,,,,,,,,,,,,,,,-14,,0,0,-4,,,,,3,6,,0,2,379,158,,,0,0,,,,,,,,,,,,,""
2020-03-19,2020-04-27T17:15:00.000+02:00,,522,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3503,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15278,,,,,,,,,,3507,938,,,,,,,,,,,0,0,,,,,,,,,,,,,4,0,1,1,3,-1,,,,,,,,,,,,,,,-18,-4,0,0,-3,1,,,,5,,,0,2,522,143,,,0,0,,,,,,,,,,,,,""
2020-03-20,2020-04-27T17:15:00.000+02:00,,697,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4566,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16463,,,,,,,,,,4572,1065,,,,,,,,,,,1,1,,,,,,,,,,,,,21,17,18,17,3,0,,,,,,,,,,,,,,,-8,10,0,0,0,3,,,,6,,,0,2,696,174,,,0,0,,,,,,,,,,,,,""
2020-03-21,2020-04-27T17:15:00.000+02:00,,824,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28995,,,,,,,,,,5017,445,,,,,,,,,,,7,6,,,,,,,,,,,,,61,40,56,38,5,2,,,,,,,,,,,,,,,-31,-23,0,0,1,1,,,,7,,,8,2,817,121,,,0,0,,,,,,,,,,,,,""
2020-03-22,2020-04-27T17:15:00.000+02:00,,845,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,5033,16,,,,,,,,,,,7,0,,,,,,,,,,,,,,,63,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,8,,,0,2,838,21,,,0,0,,,,,,,,,,,,,""
2020-03-23,2020-04-27T17:15:00.000+02:00,,1087,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6142,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2153,,,,,,,,,,6162,1129,,,,,,,,,,,7,0,,,,,,,,,,,,,,,71,8,,,,,,,,,,,,,,,,,,,0,0,,,,,,10,,,2,3,1080,242,,,0,0,,,,,,,,,,,,,""
2020-03-24,2020-04-27T17:15:00.000+02:00,,1281,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7058,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21179,,,,,,,,,,7081,919,,,,,,,,,,,7,0,,,,,,,,,,,,,118,,97,26,21,,,,,,,,,,,,,,,,-37,,0,0,-12,,,,,12,,,4,3,1274,194,,,0,0,,,,,,,,,,,,,""
2020-03-25,2020-04-27T17:15:00.000+02:00,,1451,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7998,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18085,,,,,,,,,,8023,942,,,,,,,,,,,9,2,,,,,,,,,,,,,,,128,31,,,,,,,,,,,,,,,,,,,0,0,,,,,,15,,,11,3,1439,165,,,3,3,,,,,,,,,,,,,""
2020-03-26,2020-04-27T17:15:00.000+02:00,,1714,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,13398,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0487,,,,,,,,,,13432,5409,,,,,,,,,,,8,-1,,,,,,,,,80.0,,53.0,,145,,120,-8,25,,,,,,,,,,,,,,,,-2,,0,0,1,,,,,16,40,,14,4,1702,263,,,4,1,,,,,,,,,,,,,""
2020-03-27,2020-04-27T17:15:00.000+02:00,,1910,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14588,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16471,,,,,,,,,,14624,1192,,,,,,,,,,,13,5,,,,,,,,,,,,,,,128,8,,,,,,,,,,,,,,,,,,,0,0,,,,,,19,,,13,5,1879,177,,,18,14,,,,,,,,,,,,,""
2020-03-28,2020-04-27T17:15:00.000+02:00,,2037,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15526,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13539,,,,,,,,,,15569,945,,,,,,,,,,,14,1,,,,,,,,,,,,,,,152,24,,,,,,,,,,,,,,,,,,,0,0,,,,,,20,,,9,6,1980,101,,,43,25,,,,,,,,,,,,,""
2020-03-29,2020-04-27T17:15:00.000+02:00,,2081,44,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,15830,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14474,,,,,,,,,,15874,305,,,,,,,,,,,21,7,,,,,,,,,,,,,191,,160,8,31,,,,,,,,,,,,,,,,-15,,0,0,-4,,,,,20,80,,13,5,1997,17,,,63,20,,,,,,,,,,,,,"1"
2020-03-30,2020-04-27T17:15:00.000+02:00,,2252,171,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,16983,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14831,,,,,,,,,,17032,1158,,,,,,,,,,,22,1,,,,,,,,,,,,,,,156,-4,,,,,,,,,,,,,,,,,,,0,0,,,,,,21,,,4,7,2167,170,,,63,0,,,,,,,,,,,,,"1,2"
2020-03-31,2020-04-27T17:15:00.000+02:00,,2364,112,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,18061,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1039,,,,,,,,,,18116,1084,,,,,,,,,,,22,0,,,,,,,,,,,,,,,163,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,21,,,21,9,2248,81,,,94,31,,,,,,,,,,,,,"1,2"
2020-04-01,2020-04-27T17:15:00.000+02:00,,2555,191,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,19421,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14044,,,,,,,,,,19482,1366,,,,,,,,,,,26,4,,,,,,,,,,,,,,,166,3,,,,,,,,,,,,,,,,,,,0,0,,,,,,21,,,26,10,2331,83,,,198,104,,,,,,,,,,,,,"1,2"
2020-04-02,2020-04-27T17:15:00.000+02:00,,2684,129,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,20811,1390,17925,,3538,,,,,,,,,,,,,,,,,,,,,,,,,,0.835158,0.164842,,,,,,,,,,,0.09281,,,,,,,,,,20878,1396,17925,,3538,,0.835158,0.164842,,,,,28,2,1,,,,,,,,,86.0,,,217,,184,18,33,,,,,,,,,,,,,,,,10,,0,0,10,,,,,20,174,,31,10,2314,-17,,,342,144,,,,,,,,,,,,,"1,2,5,3"
2020-04-03,2020-04-27T17:15:00.000+02:00,,2801,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,22116,1305,18966,1041,3827,289,,,,,,,,,,,,,,,,,,,,,,,,,0.832098,0.167902,,,,,,,,,,,0.08966,0.08646,,,,,,,,,22188,1310,18966,1041,3827,289,0.832098,0.167902,,,,,28,0,1,0,,,,,,,,86.0,,,218,1,183,-1,35,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,19,190,16,32,13,2297,-17,,,476,134,,,,,,,,,,,,,"1,5,6,3,4"
2020-04-04,2020-04-27T17:15:00.000+02:00,,2872,71,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,22968,852,19689,723,3998,171,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.168785,,,,,,,,,,,0.08333,0.08299,,,,,,,,,23043,855,19689,723,3998,171,0.831215,0.168785,,,,,29,1,1,0,,,,,,,,86.0,,,223,5,190,7,33,-2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,18,241,51,44,14,2204,-93,,,638,162,,,,,,,,,,,,,"1,2,5,6,3,4"
2020-04-05,2020-04-27T17:15:00.000+02:00,,2911,39,2384,33,459,6,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,23579,611,20112,423,4179,181,,,,,,,,,,,,,,,,,,,,,,,,,0.827961,0.172039,,,,,,,,,,,0.06383,0.07801,,,,,,,,,23656,613,20112,423,4179,181,0.827961,0.172039,,,,,35,6,1,0,,,,,,,,86.0,,,209,-14,177,-13,32,-1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,17,253,12,15,15,2118,-86,,,758,120,,,,,,,,,,,,,"1,5,6,3,4"
2020-04-06,2020-04-27T17:15:00.000+02:00,,2988,77,2478,94,492,33,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,24583,1004,21209,1097,4493,314,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,0.07669,0.08569,,,,,,,,,24665,1009,21209,1097,4493,314,0.825189,0.174811,,,,,38,3,1,0,,,,,,,,86.0,,,215,6,180,3,35,3,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,16,310,57,43,15,2176,58,,,774,16,,,,,,,,,,,,,"1,2,5,6,3,4"
2020-04-07,2020-04-27T17:15:00.000+02:00,,3075,87,2524,46,510,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,,,,,46.0,,25689,1106,21892,683,4681,188,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,,,,,,0.07866,0.06735,,,,,,,,,25780,1115,21892,683,4681,188,0.823844,0.176156,,,,,43,5,1,0,,,,,,,,86.0,,,213,-2,179,-1,34,-1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,15,354,44,40,14,2038,-138,,,994,220,,,,,,,,,,,,,"1,2,5,6,3,4"
