"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","vaccinations","vaccinations_new","vaccinations_residents","vaccinations_residents_new","state","flags"
2020-03-08,2020-04-23T17:30:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2020-03-09,2020-04-24T17:15:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,"import",""
2020-03-10,2020-04-24T17:15:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,""
2020-03-11,2020-04-24T17:15:00.000+02:00,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,50,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,"local",""
2020-03-12,2020-04-24T17:15:00.000+02:00,,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,194,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,,,0,0,,,,,,,"local",""
2020-03-13,2020-04-24T17:15:00.000+02:00,,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,194,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,24,,,0,0,,,,,,,"local",""
2020-03-14,2020-04-24T17:15:00.000+02:00,,63,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,103,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,21,,,0,0,,,,,,,"local",""
2020-03-15,2020-04-24T17:15:00.000+02:00,,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,24,,,,,,,,,,,1,0,,,,,,,,,,,,,9,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,,,0,0,,,,,,,"local",""
2020-03-16,2020-04-24T17:15:00.000+02:00,,97,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,410,,,,,,,,,,,0,-1,,,,,,,,,,,,,,,0,-8,,,,,,,,,,,,,,,,,,,0,,,,,,,5,,,0,0,97,34,,,0,0,,,,,,,"local",""
2020-03-17,2020-04-24T17:15:00.000+02:00,,221,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667,602,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,6,,,0,0,221,124,,,0,0,,,,,,,"local",""
2020-03-18,2020-04-24T17:15:00.000+02:00,,379,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569,902,,,,,,,,,,,0,0,,,,,,,,,,,,,4,,0,0,4,,,,,,,,,,,,,,,,-14,,0,0,-4,,,,,6,6,,0,0,379,158,,,0,0,,,,,,,"local",""
2020-03-19,2020-04-24T17:15:00.000+02:00,,522,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,938,,,,,,,,,,,0,0,,,,,,,,,,,,,4,0,1,1,3,-1,,,,,,,,,,,,,,,-18,-4,0,0,-3,1,,,,7,,,0,0,522,143,,,0,0,,,,,,,"local",""
2020-03-20,2020-04-24T17:15:00.000+02:00,,697,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4572,1065,,,,,,,,,,,1,1,,,,,,,,,,,,,21,17,18,17,3,0,,,,,,,,,,,,,,,-8,10,0,0,0,3,,,,8,,,0,0,696,174,,,0,0,,,,,,,"local",""
2020-03-21,2020-04-24T17:15:00.000+02:00,,824,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5015,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017,445,,,,,,,,,,,7,6,,,,,,,,,,,,,61,40,56,38,5,2,,,,,,,,,,,,,,,-31,-23,0,0,1,1,,,,8,,,8,1,817,121,,,0,0,,,,,,,"local",""
2020-03-22,2020-04-24T17:15:00.000+02:00,,845,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033,16,,,,,,,,,,,7,0,,,,,,,,,,,,,,,63,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,10,,,0,1,838,21,,,0,0,,,,,,,"local",""
2020-03-23,2020-04-24T17:15:00.000+02:00,,1087,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6163,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162,1129,,,,,,,,,,,7,0,,,,,,,,,,,,,,,71,8,,,,,,,,,,,,,,,,,,,0,0,,,,,,12,,,2,1,1080,242,,,0,0,,,,,,,"local",""
2020-03-24,2020-04-24T17:15:00.000+02:00,,1281,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7083,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081,919,,,,,,,,,,,7,0,,,,,,,,,,,,,118,,97,26,21,,,,,,,,,,,,,,,,-37,,0,0,-12,,,,,14,,,4,2,1274,194,,,0,0,,,,,,,"local",""
2020-03-25,2020-04-24T17:15:00.000+02:00,,1451,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8024,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8023,942,,,,,,,,,,,9,2,,,,,,,,,,,,,,,128,31,,,,,,,,,,,,,,,,,,,0,0,,,,,,17,,,11,4,1439,165,,,3,3,,,,,,,"local",""
2020-03-26,2020-04-24T17:15:00.000+02:00,,1714,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,13431,5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13432,5409,,,,,,,,,,,8,-1,,,,,,,,,80.0,,53.0,,145,,120,-8,25,,,,,,,,,,,,,,,,-2,,0,0,1,,,,,18,40,,14,6,1702,263,,,4,1,,,,,,,"local",""
2020-03-27,2020-04-24T17:15:00.000+02:00,,1910,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14623,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14624,1192,,,,,,,,,,,13,5,,,,,,,,,,,,,,,128,8,,,,,,,,,,,,,,,,,,,0,0,,,,,,21,,,13,7,1879,177,,,18,14,,,,,,,"local",""
2020-03-28,2020-04-24T17:15:00.000+02:00,,2037,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15568,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15569,945,,,,,,,,,,,14,1,,,,,,,,,,,,,,,152,24,,,,,,,,,,,,,,,,,,,0,0,,,,,,23,,,9,8,1980,101,,,43,25,,,,,,,"local",""
2020-03-29,2020-04-24T17:15:00.000+02:00,,2081,44,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,15873,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15874,305,,,,,,,,,,,21,7,,,,,,,,,,,,,191,,160,8,31,,,,,,,,,,,,,,,,-15,,0,0,-4,,,,,22,80,,13,9,1997,17,,,63,20,,,,,,,"local","1"
2020-03-30,2020-04-24T17:15:00.000+02:00,,2252,171,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,17031,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17032,1158,,,,,,,,,,,22,1,,,,,,,,,,,,,,,156,-4,,,,,,,,,,,,,,,,,,,0,0,,,,,,23,,,4,10,2167,170,,,63,0,,,,,,,"local","1,2"
2020-03-31,2020-04-24T17:15:00.000+02:00,,2364,112,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,18115,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18116,1084,,,,,,,,,,,22,0,,,,,,,,,,,,,,,163,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,23,,,21,12,2247,80,,,95,32,,,,,,,"local","1,2"
2020-04-01,2020-04-24T17:15:00.000+02:00,,2555,191,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,19481,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19482,1366,,,,,,,,,,,26,4,,,,,,,,,,,,,,,166,3,,,,,,,,,,,,,,,,,,,0,0,,,,,,22,,,26,14,2330,83,,,199,104,,,,,,,"local","1,2"
2020-04-02,2020-04-24T17:15:00.000+02:00,,2684,129,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,20877,1396,17925,,3538,,,,,,,,,,,,,,,,,,,,,,,,,,0.835158,0.164842,,,,,,,,,,,,,20878,1396,17925,,3538,,0.835158,0.164842,,,,,28,2,1,,,,,,,,,86.0,,,217,,184,18,33,,,,,,,,,,,,,,,,10,,0,0,10,,,,,21,174,,31,17,2313,-17,,,343,144,,,,,,,"local","1,2,5,3"
2020-04-03,2020-04-24T17:15:00.000+02:00,,2801,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,22804,1927,18966,1041,3827,289,,,,,,,,,,,,,,,,,,,,,,,,,0.832098,0.167902,,,,,,,,,,,,,22188,1310,18966,1041,3827,289,0.832098,0.167902,,,,,28,0,1,0,,,,,,,,86.0,,,218,1,183,-1,35,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,20,190,16,32,19,2296,-17,,,477,134,,,,,,,"local","1,5,6,3,4"
2020-04-04,2020-04-24T17:15:00.000+02:00,,2872,71,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,23042,238,19689,723,3998,171,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.168785,,,,,,,,,,,,,23043,855,19689,723,3998,171,0.831215,0.168785,,,,,29,1,1,0,,,,,,,,86.0,,,223,5,190,7,33,-2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,19,241,51,44,24,2204,-92,,,639,162,,,,,,,"local","1,2,5,6,3,4"
2020-04-05,2020-04-24T17:15:00.000+02:00,,2911,39,2384,33,459,6,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,23655,613,20112,423,4179,181,,,,,,,,,,,,,,,,,,,,,,,,,0.827961,0.172039,,,,,,,,,,,,,23656,613,20112,423,4179,181,0.827961,0.172039,,,,,35,6,1,0,,,,,,,,86.0,,,209,-14,177,-13,32,-1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,18,253,12,15,25,2117,-87,,,759,120,,,,,,,"local","1,5,6,3,4"
2020-04-06,2020-04-24T17:15:00.000+02:00,,2988,77,2478,94,492,33,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,24664,1009,21209,1097,4493,314,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,,,24665,1009,21209,1097,4493,314,0.825189,0.174811,,,,,38,3,1,0,,,,,,,,86.0,,,215,6,180,3,35,3,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,17,310,57,43,30,2175,58,,,775,16,,,,,,,"local","1,2,5,6,3,4"
2020-04-07,2020-04-24T17:15:00.000+02:00,,3075,87,2524,46,510,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,,,,,46.0,,25775,1111,21892,683,4681,188,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,,,,,,,,25780,1115,21892,683,4681,188,0.823844,0.176156,,,,,43,5,1,0,,,,,,,,86.0,,,213,-2,179,-1,34,-1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,17,354,44,40,33,2037,-138,,,995,220,,,,,,,"local","1,2,5,6,3,4"
2020-04-08,2020-04-24T17:15:00.000+02:00,,3155,80,2594,70,521,11,,,,,,,,,,,,,,,,,,,,,,,,,0.83274,0.16726,0.496,0.504,,,,,,,46.0,,27352,1577,22650,758,4871,190,,,,,,,,,,,,,,,,,,,,,,,,,0.823008,0.176992,,,,,,,,,,,,,26780,1000,22650,758,4871,190,0.823008,0.176992,,,,,46,3,1,0,,,,,,,84.0,87.0,,,219,6,189,10,30,-4,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,15,374,20,28,33,1930,-107,,,1179,184,,,,,,,"local","1,2,5,6,3,4"
2020-04-09,2020-04-24T17:15:00.000+02:00,,3226,71,2644,50,579,58,,,,,,,,,,,,,,,,,,,,,,,,,0.82035,0.17965,0.495,0.505,,,,,,,46.0,,27639,287,23211,561,5062,191,,,,,,,,,,,,,,,,,,,,,,,,,0.82096,0.17904,,,,,,,,,,,,,27640,860,23211,561,5062,191,0.82096,0.17904,,,,,47,1,1,0,,,,,,,,87.0,,,217,-2,185,-4,32,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,14,412,38,22,32,1842,-88,,,1337,158,,,,,,,"local","1,2,5,6,3,4"
2020-04-10,2020-04-24T17:15:00.000+02:00,,3274,48,2679,35,591,12,,,,,,,,,,,,,,,,,,,,,,,,,0.81927,0.18073,0.495,0.505,,,,,,,46.0,,28317,678,23724,513,5241,179,,,,,,,,,,,,,,,,,,,,,,,,,0.819057,0.180943,,,,,,,,,,,,,28318,678,23724,513,5241,179,0.819057,0.180943,,,,,52,5,1,0,,,,,,,,87.0,,,219,2,186,1,33,1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,13,444,32,43,34,1656,-186,,,,,,,,,,,"local","1,2,5,6,3,4"
